Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region
Northstar Realty Finance Corp.,NRF,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
NRG Energy Inc.,NRG,Utilities,Conventional Electricity,NO,NO,United States,United States
Norfolk Southern Corp.,NSC,Industrials,Railroads,YES,NO,United States,United States
Insperity Inc.,NSP,Industrials,undefined,NO,NO,United States,United States
NeuStar Inc. Cl A,NSR,Industrials,Business Support Services,NO,NO,United States,United States
NSTAR,NST,Utilities,Conventional Electricity,NO,NO,United States,United States
Nam Tai Electronics Inc.,NTE,Industrials,Electrical Components and Equipment,NO,NO,Hong Kong,Asia-Pacific
Nippon Telegraph & Telephone Corp.,NTT,Telecommunications,Fixed Line Telecommunications,NO,NO,Japan,Asia-Pacific
Natuzzi S.p.A.,NTZ,Consumer Goods,Furnishings,NO,NO,Italy,Europe
Northeast Utilities,NU,Utilities,Conventional Electricity,YES,NO,United States,United States
Nucor Corp.,NUE,Basic Materials,Iron and Steel,YES,NO,United States,United States
Nu Skin Enterprises Inc. Cl A,NUS,Consumer Goods,Food Products,NO,NO,United States,United States
NV Energy Inc.,NVE,Utilities,Conventional Electricity,NO,NO,United States,United States
Novo Nordisk A-S,NVO,Health Care,Pharmaceuticals,NO,NO,Denmark,Europe
NVR Inc.,NVR,Consumer Goods,Home Construction,NO,NO,United States,United States
Novartis AG,NVS,Health Care,Pharmaceuticals,NO,NO,Switzerland,Europe
NorthWestern Corp.,NWE,Utilities,Conventional Electricity,NO,NO,United States,United States
Newell Rubbermaid Inc.,NWL,Consumer Goods,Durable Household Products,YES,NO,United States,United States
Northwest Natural Gas Co.,NWN,Utilities,Gas Distribution,NO,NO,United States,United States
New York & Co. Inc.,NWY,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Quanex Building Products Corp.,NX,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Nexen Inc.,NXY,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada
New York Community Bancorp Inc.,NYB,Financials,Banks,NO,NO,United States,United States
New York Times Co. Cl A,NYT,Consumer Services,Publishing,YES,NO,United States,United States
NYSE Euronext,NYX,Financials,Investment Services,YES,NO,United States,United States
Telecom Corp. of New Zealand Ltd.,NZT,Telecommunications,Fixed Line Telecommunications,NO,NO,New Zealand,Asia-Pacific
Realty Income Corp.,O,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Oasis Petroleum Inc.,OAS,Oil and Gas,undefined,NO,NO,United States,United States
OneBeacon Insurance Group Ltd. Cl A,OB,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Owens Corning,OC,Industrials,Building Materials and Fixtures,NO,NO,United States,United States
Ocwen Financial Corp.,OCN,Financials,Mortgage Finance,NO,NO,United States,United States
Omnicare Inc.,OCR,Consumer Services,Drug Retailers,NO,NO,United States,United States
Oil-Dri Corp. of America,ODC,Consumer Goods,Nondurable Household Products,NO,NO,United States,United States
Office Depot Inc.,ODP,Consumer Services,Specialty Retailers,YES,NO,United States,United States
Orient Express Hotels Ltd.,OEH,Consumer Services,Hotels,NO,NO,United States,United States
Corporate Office Properties Trust,OFC,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Oriental Financial Group Inc.,OFG,Financials,Banks,NO,NO,United States,United States
OGE Energy Corp.,OGE,Oil and Gas,Pipelines,NO,NO,United States,United States
Omega Healthcare Investors Inc.,OHI,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Owens-Illinois Inc.,OI,Industrials,Containers and Packaging,YES,NO,United States,United States
Oceaneering International Inc.,OII,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Oil States International Inc.,OIS,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
ONEOK Inc.,OKE,Utilities,Gas Distribution,NO,NO,United States,United States
Olin Corp.,OLN,Basic Materials,Commodity Chemicals,NO,NO,United States,United States
One Liberty Properties Inc.,OLP,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Omnicom Group Inc.,OMC,Consumer Services,Media Agencies,YES,NO,United States,United States
Omega Protein Corp.,OME,Consumer Goods,Food Products,NO,NO,United States,United States
OM Group Inc.,OMG,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Owens & Minor Inc.,OMI,Health Care,Medical Supplies,NO,NO,United States,United States
OMNOVA Solutions Inc.,OMN,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
OfficeMax Inc.,OMX,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Old National Bancorp,ONB,Financials,Banks,NO,NO,United States,United States
Higher One Holdings Inc.,ONE,Industrials,undefined,NO,NO,United States,United States
Opko Health Inc.,OPK,Health Care,undefined,NO,NO,United States,United States
Oppenheimer Holdings Inc.,OPY,Financials,Investment Services,NO,NO,United States,United States
Ormat Technologies Inc.,ORA,Utilities,Alternative Electricity,NO,NO,United States,United States
Orbital Sciences Corp.,ORB,Industrials,Defense,NO,NO,United States,United States
Old Republic International Corp.,ORI,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Orion Marine Group Inc.,ORN,Industrials,Heavy Construction,NO,NO,United States,United States
Overseas Shipholding Group Inc.,OSG,Industrials,Marine Transportation,NO,NO,United States,United States
Oshkosh Corp.,OSK,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Orbitz Worldwide Inc.,OWW,Consumer Services,Travel and Tourism,NO,NO,United States,United States
Oxford Industries Inc.,OXM,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Occidental Petroleum Corp.,OXY,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Pandora Media Inc.,P,Consumer Services,undefined,NO,NO,United States,United States
Grupo Aeroportuario del Pacifico S.A.B. de C.,PAC,Industrials,Transportation Services,NO,NO,Mexico,Latin America
Pacific Drilling S.A.,PACD,Basic Materials,Oil Equipment and Services,NO,NO,United States,United States
Penske Automotive Group Inc.,PAG,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Pampa Energia S.A.,PAM,Utilities,Conventional Electricity,NO,NO,Argentina,Latin America
3PAR Inc.,PAR,Industrials,Business Support Services,NO,NO,United States,United States
VeriFone Holdings Inc.,PAY,Technology,Computer Hardware,NO,NO,United States,United States
Prestige Brands Holdings Inc.,PBH,Health Care,Pharmaceuticals,NO,NO,United States,United States
Pitney Bowes Inc.,PBI,Technology,Electronic Office Equipment,YES,NO,United States,United States
Petroleo Brasileiro S-A,PBR,Oil and Gas,Integrated Oil and Gas,NO,NO,Brazil,Latin America
Pep Boys-Manny Moe & Jack,PBY,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Panasonic Corp.,PC,Consumer Goods,Consumer Electronics,NO,NO,Japan,Asia-Pacific
PG&E Corp.,PCG,Utilities,Conventional Electricity,YES,NO,United States,United States
Plum Creek Timber Co. Inc. REIT,PCL,Financials,Specialty Real Estate Investment Trusts,YES,NO,United States,United States
Precision Castparts Corp.,PCP,Industrials,Aerospace,YES,NO,United States,United States
MetroPCS Communications Inc.,PCS,Telecommunications,Mobile Telecommunications,YES,NO,United States,United States
Patriot Coal Corp.,PCX,Basic Materials,Coal,NO,NO,United States,United States
Piedmont Office Realty Trust Inc. Cl A,PDM,Financials,undefined,NO,NO,United States,United States
Precision Drilling Trust,PDS,Oil and Gas,Oil Equipment and Services,NO,NO,Canada,Canada
Pebblebrook Hotel Trust,PEB,Financials,Real Estate,NO,NO,United States,United States
Public Service Enterprise Group Inc.,PEG,Utilities,Conventional Electricity,YES,NO,United States,United States
Pennsylvania Real Estate Investment Trust,PEI,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
PepsiCo Inc.,PEP,Consumer Goods,Soft Drinks,YES,NO,United States,United States
Pfizer Inc.,PFE,Health Care,Pharmaceuticals,YES,YES,United States,United States
Principal Financial Group Inc.,PFG,Financials,Life Insurance,YES,NO,United States,United States
Provident Financial Services Inc.,PFS,Financials,Banks,NO,NO,United States,United States
Procter & Gamble Co.,PG,Consumer Goods,Nondurable Household Products,YES,YES,United States,United States
Premiere Global Services Inc.,PGI,Technology,Software,NO,NO,United States,United States
Progress Energy Inc.,PGN,Utilities,Conventional Electricity,YES,NO,United States,United States
Progressive Corp.,PGR,Financials,Property and Casualty Insurance,YES,NO,United States,United States
Parker Hannifin Corp.,PH,Industrials,Industrial Machinery,YES,NO,United States,United States
Koninklijke Philips Electronics N.V.,PHG,Consumer Goods,Consumer Electronics,NO,NO,Netherlands,Europe
PHH Corp.,PHH,Industrials,Transportation Services,NO,NO,United States,United States
Philippine Long Distance Telephone Co.,PHI,Telecommunications,Mobile Telecommunications,NO,NO,Philippines,Asia-Pacific
Pulte Homes Inc.,PHM,Consumer Goods,Home Construction,YES,NO,United States,United States
Panhandle Oil & Gas Inc.,PHX,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Polaris Industries Inc.,PII,Consumer Goods,Recreational Products,NO,NO,United States,United States
Pike Electric Corp.,PIKE,Industrials,Heavy Construction,NO,NO,United States,United States
Pier 1 Imports Inc.,PIR,Consumer Services,Home Improvement Retailers,NO,NO,United States,United States
Piper Jaffray Cos.,PJC,Financials,Investment Services,NO,NO,United States,United States
Parker Drilling Co.,PKD,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Park Electrochemical Corp.,PKE,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Packaging Corp. of America,PKG,Industrials,Containers and Packaging,NO,NO,United States,United States
PerkinElmer Inc.,PKI,Industrials,Electronic Equipment,YES,NO,United States,United States
POSCO,PKX,Basic Materials,Iron and Steel,NO,NO,South Korea,Asia-Pacific
Parkway Properties Inc.,PKY,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Protective Life Corp.,PL,Financials,Life Insurance,NO,NO,United States,United States
ProLogis,PLD,Financials,Industrial and Office Real Estate Investment Trusts,YES,NO,United States,United States
Pall Corp.,PLL,Industrials,Industrial Machinery,YES,NO,United States,United States
Douglas Dynamics Inc.,PLOW,Industrials,undefined,NO,NO,United States,United States
Plantronics Inc.,PLT,Technology,Telecommunications Equipment,NO,NO,United States,United States
Philip Morris International Inc.,PM,Consumer Goods,Tobacco,YES,NO,United States,United States
PharMerica Corp.,PMC,Health Care,Health Care Providers,NO,NO,United States,United States
PennyMac Mortgage Investment Trust,PMT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
PNC Financial Services Group Inc.,PNC,Financials,Banks,YES,NO,United States,United States
Pinnacle Entertainment Inc.,PNK,Consumer Services,Gambling,NO,NO,United States,United States
PNM Resources Inc.,PNM,Utilities,Multiutilities,NO,NO,United States,United States
Pentair Inc.,PNR,Industrials,Industrial Machinery,NO,NO,United States,United States
Pinnacle West Capital Corp.,PNW,Utilities,Conventional Electricity,YES,NO,United States,United States
Phoenix Cos. Inc.,PNX,Financials,Life Insurance,NO,NO,United States,United States
Piedmont Natural Gas Co.,PNY,Utilities,Gas Distribution,NO,NO,United States,United States
PolyOne Corp.,POL,Basic Materials,Commodity Chemicals,NO,NO,United States,United States
Pepco Holdings Inc.,POM,Utilities,Conventional Electricity,YES,NO,United States,United States
Portland General Electric Co.,POR,Utilities,Conventional Electricity,NO,NO,United States,United States
Potash Corp. of Saskatchewan Inc.,POT,Basic Materials,Specialty Chemicals,NO,NO,Canada,Canada
Pilgrim's Pride Corp.,PPC,Consumer Goods,Food and Beverage,NO,NO,United States,United States
PPG Industries Inc.,PPG,Basic Materials,Specialty Chemicals,YES,NO,United States,United States
PPL Corp.,PPL,Utilities,Conventional Electricity,YES,NO,United States,United States
Polypore International Inc.,PPO,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Primero Mining Corp.,PPP,Basic Materials,undefined,NO,NO,Canada,Canada
Post Properties Inc.,PPS,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States
PetroQuest Energy Inc.,PQ,Oil and Gas,Exploration and Production,NO,NO,United States,United States
ProAssurance Corp.,PRA,Financials,Property and Casualty Insurance,NO,NO,United States,United States
PartnerRe Ltd.,PRE,Financials,Reinsurance,NO,NO,United States,United States
Paragon Shipping Inc. Cl A,PRGN,Industrials,undefined,NO,NO,United States,United States
Primerica Inc.,PRI,Financials,undefined,NO,NO,United States,United States
Promotora de Informaciones S.A. Cl A,PRIS,Consumer Services,undefined,NO,NO,Spain,Europe
Promotora de Informaciones S.A. Cl B,PRIS-B,Consumer Services,undefined,NO,NO,Spain,Europe
Pros Holdings Inc.,PRO,Technology,Software,NO,NO,United States,United States
Prudential Financial Inc.,PRU,Financials,Life Insurance,YES,NO,United States,United States
Par Pharmaceutical Cos. Inc.,PRX,Health Care,Pharmaceuticals,NO,NO,United States,United States
Public Storage,PSA,Financials,Specialty Real Estate Investment Trusts,YES,NO,United States,United States
PS Business Parks Inc.,PSB,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Pearson PLC,PSO,Consumer Services,Publishing,NO,NO,United Kingdom,Europe
Collective Brands Inc.,PSS,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Portugal Telecom SGPS S-A,PT,Telecommunications,Fixed Line Telecommunications,NO,NO,Portugal,Europe
Primus Telecommunications Group Inc.,PTGI,Telecommunications,undefined,NO,NO,United States,United States
Patni Computer Systems Ltd.,PTI,Technology,Computer Services,NO,NO,India,Asia-Pacific
Platinum Underwriters Holdings Ltd.,PTP,Financials,Reinsurance,NO,NO,United States,United States
PetroChina Co. Ltd.,PTR,Oil and Gas,Integrated Oil and Gas,NO,NO,China,Asia-Pacific
Prudential PLC,PUK,Financials,Life Insurance,NO,NO,United Kingdom,Europe
Pulse Electronics Corp.,PULS,Industrials,undefined,NO,NO,United States,United States
Penn Virginia Corp.,PVA,Oil and Gas,Exploration and Production,NO,NO,United States,United States
A.F.P. Provida S.A.,PVD,Financials,Asset Managers,NO,NO,Chile,Latin America
Phillips-Van Heusen Corp.,PVH,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
Provident Energy Trust,PVX,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada
Penn West Energy Trust,PWE,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada
Quanta Services Inc.,PWR,Industrials,Heavy Construction,YES,NO,United States,United States
Praxair Inc.,PX,Basic Materials,Commodity Chemicals,YES,NO,United States,United States
Pioneer Natural Resources Co.,PXD,Oil and Gas,Exploration and Production,YES,NO,United States,United States
Plains Exploration & Production Co.,PXP,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Petrobras Energia S.A.,PZE,Oil and Gas,Integrated Oil and Gas,NO,NO,Argentina,Latin America
Pzena Investment Management Inc.,PZN,Financials,Asset Managers,NO,NO,United States,United States
QEP Resources Inc.,QEP,Oil and Gas,undefined,NO,NO,United States,United States
Qihoo 360 Technology Co. Ltd.,QIHU,Technology,undefined,NO,NO,China,Asia-Pacific
Quantum Corp.,QTM,Technology,Computer Hardware,NO,NO,United States,United States
Quad-Graphics Inc.,QUAD,Industrials,undefined,NO,NO,United States,United States
Qiao Xing Mobile Communication Co. Ltd.,QXM,Technology,Telecommunications Equipment,NO,NO,China,Asia-Pacific
Ryder System Inc.,R,Industrials,Transportation Services,YES,NO,United States,United States
RailAmerica Inc.,RA,Industrials,Railroads,NO,NO,United States,United States
Rite Aid Corp.,RAD,Consumer Services,Drug Retailers,NO,NO,United States,United States
Ralcorp Holdings Inc.,RAH,Consumer Goods,Food Products,NO,NO,United States,United States
Reynolds American Inc.,RAI,Consumer Goods,Tobacco,YES,NO,United States,United States
RAIT Financial Trust,RAS,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Bankrate Inc.,RATE,Consumer Services,undefined,NO,NO,United States,United States
Rackspace Hosting Inc.,RAX,Technology,Internet,NO,NO,United States,United States
Ritchie Bros. Auctioneers Inc.,RBA,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Regal-Beloit Corp.,RBC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Robbins & Myers Inc.,RBN,Industrials,Industrial Machinery,NO,NO,United States,United States
Royal Bank of Scotland Group PLC,RBS,Financials,Banks,NO,NO,United Kingdom,Europe
Grupo Radio Centro S.A.B.  de C.V.,RC,Consumer Services,Broadcasting and Entertainment,NO,NO,Mexico,Latin America
Rogers Communications Inc. Cl B,RCI,Telecommunications,Mobile Telecommunications,NO,NO,Canada,Canada
Royal Caribbean Cruises Ltd.,RCL,Consumer Services,Recreational Services,NO,NO,United States,United States
Rowan Cos. Inc.,RDC,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States
Ruddick Corp.,RDK,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States
Radian Group Inc.,RDN,Financials,Mortgage Finance,NO,NO,United States,United States
Royal Dutch Shell PLC Cl A,RDS-A,Oil and Gas,Integrated Oil and Gas,NO,NO,United Kingdom,Europe
Royal Dutch Shell PLC B,RDS-B,Oil and Gas,Integrated Oil and Gas,NO,NO,United Kingdom,Europe
Dr. Reddy's Laboratories Ltd.,RDY,Health Care,Pharmaceuticals,NO,NO,India,Asia-Pacific
Everest Re Group Ltd.,RE,Financials,Reinsurance,NO,NO,United States,United States
Regency Centers Corp.,REG,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Resolute Energy Corp.,REN,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Renren Inc. Cl A,RENN,Consumer Services,undefined,NO,NO,China,Asia-Pacific
RPC Inc.,RES,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Revlon Inc. Cl A,REV,Consumer Goods,Personal Products,NO,NO,United States,United States
Rex American Resources Corp.,REX,Oil and Gas,undefined,NO,NO,United States,United States
Regions Financial Corp.,RF,Financials,Banks,YES,NO,United States,United States
Reinsurance Group of America Inc.,RGA,Financials,Reinsurance,NO,NO,United States,United States
Regal Entertainment Group Cl A,RGC,Consumer Services,Recreational Services,NO,NO,United States,United States
Sturm Ruger & Co.,RGR,Industrials,Defense,NO,NO,United States,United States
Regis Corp.,RGS,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Robert Half International Inc.,RHI,Industrials,Business Training and Employment Agencies,YES,NO,United States,United States
Red Hat Inc.,RHT,Technology,Software,YES,NO,United States,United States
Transocean Ltd.,RIG,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States
Rio Tinto PLC,RIO,Basic Materials,undefined,NO,NO,United Kingdom,United Kingdom
Raymond James Financial Inc.,RJF,Financials,Investment Services,NO,NO,United States,United States
Rock-Tenn Co. Cl A,RKT,Industrials,Containers and Packaging,NO,NO,United States,United States
Polo Ralph Lauren Corp.,RL,Consumer Services,Apparel Retailers,YES,NO,United States,United States
RealD Inc.,RLD,Consumer Goods,undefined,NO,NO,United States,United States
Red Lion Hotels Corp.,RLH,Consumer Services,Hotels,NO,NO,United States,United States
RLI Corp.,RLI,Financials,Property and Casualty Insurance,NO,NO,United States,United States
RLJ Lodging Trust,RLJ,Financials,undefined,NO,NO,United States,United States
ResMed Inc.,RMD,Health Care,Medical Equipment,NO,NO,United States,United States
RenaissanceRe Holdings Ltd.,RNR,Financials,Reinsurance,NO,NO,United States,United States
Rockwood Holdings Inc.,ROC,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Rogers Corp.,ROG,Industrials,Electrical Components and Equipment,NO,NO,United States,United States
Rockwell Automation Corp.,ROK,Industrials,Industrial Machinery,YES,NO,United States,United States
Rollins Inc.,ROL,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Roper Industries Inc.,ROP,Industrials,Electronic Equipment,NO,NO,United States,United States
RPM International Inc.,RPM,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Ramco-Gershenson Properties Trust,RPT,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Range Resources Corp.,RRC,Oil and Gas,Exploration and Production,YES,NO,United States,United States
RSC Holdings Inc.,RRR,Industrials,Industrial Suppliers,NO,NO,United States,United States
Roadrunner Transportation Systems Inc.,RRTS,Industrials,undefined,NO,NO,United States,United States
Reliance Steel & Aluminum Co.,RS,Basic Materials,Iron and Steel,NO,NO,United States,United States
Republic Services Inc.,RSG,Industrials,Waste and Disposal Services,YES,NO,United States,United States
RadioShack Corp.,RSH,Consumer Services,Specialty Retailers,YES,NO,United States,United States
Resource Capital Corp.,RSO,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Rosetta Stone Inc.,RST,Technology,Software,NO,NO,United States,United States
Ruby Tuesday Inc.,RT,Consumer Services,Restaurants and Bars,NO,NO,United States,United States
RTI International Metals Inc.,RTI,Basic Materials,Nonferrous Metals,NO,NO,United States,United States
Raytheon Co.,RTN,Industrials,Defense,YES,NO,United States,United States
Reed Elsevier PLC,RUK,Consumer Services,Publishing,NO,NO,United Kingdom,Europe
Redwood Trust Inc.,RWT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Royal Bank of Canada,RY,Financials,Banks,NO,NO,Canada,Canada
Ryland Group Inc.,RYL,Consumer Goods,Home Construction,NO,NO,United States,United States
Rayonier Inc. REIT,RYN,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States
Sprint Nextel Corp.,S,Telecommunications,Mobile Telecommunications,YES,NO,United States,United States
Grupo Casa Saba S.A.B. de C.V.,SAB,Consumer Services,Drug Retailers,NO,NO,Mexico,Latin America
Sonic Automotive Inc. Cl A,SAH,Consumer Services,Specialty Retailers,NO,NO,United States,United States
SAIC Inc.,SAI,Technology,Computer Services,NO,NO,United States,United States
Boston Beer Co. Cl A,SAM,Consumer Goods,Brewers,NO,NO,United States,United States
Banco Santander-Chile,SAN,Financials,Banks,NO,NO,Chile,Latin America
SAP AG,SAP,Technology,Software,NO,NO,Germany,Europe
Safe Bulkers Inc.,SB,Industrials,Marine Transportation,NO,NO,Greece,Europe
Sally Beauty Holdings Inc.,SBH,Consumer Services,Specialty Retailers,NO,NO,United States,United States
Companhia de Saneamento Basico do Estado de S,SBS,Utilities,Water,NO,NO,Brazil,Latin America
SeaBright Insurance Holdings Inc.,SBX,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Southern Copper Corporation,SCCO,Basic Materials,Coppeer,NO,NO,United States,United States
Scana Corp.,SCG,Utilities,Multiutilities,YES,NO,United States,United States
The Charles Schwab Corporation,SCHW,Financials,Investment Services,NO,NO,United States,United States
Service Corp. International,SCI,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States
Stepan Co.,SCL,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Simcere Pharmaceutical Group,SCR,Health Care,Pharmaceuticals,NO,NO,China,Asia-Pacific
Steelcase Inc. Cl A,SCS,Consumer Goods,Furnishings,NO,NO,United States,United States
L.S. Starrett Co. Cl A,SCX,Consumer Goods,Durable Household Products,NO,NO,United States,United States
SandRidge Energy Inc.,SD,Oil and Gas,Exploration and Production,NO,NO,United States,United States
SeaDrill Ltd.,SDRL,Oil and Gas,undefined,NO,NO,Norway,Europe
Spectra Energy Corp.,SE,Utilities,Gas Distribution,YES,NO,United States,United States
Sealed Air Corp.,SEE,Industrials,Containers and Packaging,YES,NO,United States,United States
Spartech Corp.,SEH,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Select Medical Holdings Corp.,SEM,Health Care,Health Care Providers,NO,NO,United States,United States
Semgroup Corp. Cl A,SEMG,Oil and Gas,undefined,NO,NO,United States,United States
Stifel Financial Corp.,SF,Financials,Investment Services,NO,NO,United States,United States
Smithfield Foods Inc.,SFD,Consumer Goods,Food Products,NO,NO,United States,United States
Safeguard Scientifics Inc.,SFE,Financials,Specialty Finance,NO,NO,United States,United States
StanCorp Financial Group Inc.,SFG,Financials,Life Insurance,NO,NO,United States,United States
iStar Financial Inc.,SFI,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States
Ship Finance International Ltd.,SFL,Industrials,Marine Transportation,NO,NO,United States,United States
SuccessFactors Inc.,SFSF,Technology,undefined,NO,NO,United States,United States
SouFun Holdings Ltd.,SFUN,Consumer Services,undefined,NO,NO,China,Asia-Pacific
Swift Energy Co.,SFY,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Schawk Inc.,SGK,Consumer Services,Media Agencies,NO,NO,United States,United States
Stone Energy Corp.,SGY,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Shaw Group Inc.,SHAW,Industrials,Heavy Construction,NO,NO,United States,United States
Shinhan Financial Group Co. Ltd.,SHG,Financials,Banks,NO,NO,South Korea,Asia-Pacific
SINOPEC Shanghai Petrochemical Co. Ltd.,SHI,Basic Materials,Commodity Chemicals,NO,NO,China,Asia-Pacific
Sunstone Hotel Investors Inc.,SHO,Financials,Hotel and Lodging Real Estate Investment Trusts,NO,NO,United States,United States
ShangPharma Corp.,SHP,Health Care,undefined,NO,NO,China,Asia-Pacific
Sauer-Danfoss Inc.,SHS,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States
Sherwin-Williams Co.,SHW,Industrials,Building Materials and Fixtures,YES,NO,United States,United States
Siemens AG,SI,Industrials,Diversified Industrials,NO,NO,Germany,Europe
Companhia Siderurgica Nacional,SID,Basic Materials,Iron and Steel,NO,NO,Brazil,Latin America
Signet Jewelers Ltd.,SIG,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Six Flags Entertainment Corp.,SIX,Consumer Services,undefined,NO,NO,United States,United States
South Jersey Industries Inc.,SJI,Utilities,Gas Distribution,NO,NO,United States,United States
J.M. Smucker Co.,SJM,Consumer Goods,Food Products,NO,NO,United States,United States
Shaw Communications Inc. Cl B NV,SJR,Consumer Services,Broadcasting and Entertainment,NO,NO,Canada,Canada
SJW Corp.,SJW,Utilities,Water,NO,NO,United States,United States
Skilled Healthcare Group Inc. Cl A,SKH,Health Care,Health Care Providers,NO,NO,United States,United States
SK Telecom Co. Ltd.,SKM,Telecommunications,Mobile Telecommunications,NO,NO,South Korea,Asia-Pacific
Saks Inc.,SKS,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Tanger Factory Outlet Centers Inc.,SKT,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States
Skechers USA Inc. Cl A,SKX,Consumer Goods,Footwear,NO,NO,United States,United States
Skyline Corp.,SKY,Consumer Goods,Home Construction,NO,NO,United States,United States
Schlumberger Ltd.,SLB,Oil and Gas,Oil Equipment and Services,YES,NO,United States,United States
Sara Lee Corp.,SLE,Consumer Goods,Food Products,YES,NO,United States,United States
Sun Life Financial Inc.,SLF,Financials,Life Insurance,NO,NO,Canada,Canada
SL Green Realty Corp.,SLG,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States
Solera Holdings Inc.,SLH,Technology,Software,NO,NO,United States,United States
Sterlite Industries (India) Ltd.,SLT,Basic Materials,Nonferrous Metals,NO,NO,India,Asia-Pacific
Silver Wheaton Corp.,SLW,Basic Materials,Platinum and Precious Metals,NO,NO,Canada,Canada
St. Mary Land & Exploration Co.,SM,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Symmetry Medical Inc.,SMA,Health Care,Medical Equipment,NO,NO,United States,United States
Sumitomo Mitsui Financial Group Inc.,SMFG,Financials,undefined,NO,NO,Japan,Asia-Pacific
Scotts Miracle-Gro Co.,SMG,Consumer Goods,Nondurable Household Products,NO,NO,United States,United States
Semiconductor Manufacturing International Cor,SMI,Technology,Semiconductors,NO,NO,China,Asia-Pacific
Standard Motor Products Inc.,SMP,Consumer Goods,Auto Parts,NO,NO,United States,United States
Sims Metal Management Ltd.,SMS,Industrials,Waste and Disposal Services,NO,NO,Australia,Asia-Pacific
Sanchez Energy Corp.,SN,Oil and Gas,undefined,NO,NO,United States,United States
Snap-On Inc.,SNA,Consumer Goods,Durable Household Products,YES,NO,United States,United States
Sony Corp.,SNE,Consumer Goods,Consumer Electronics,NO,NO,Japan,Asia-Pacific
