Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region,
Teco Energy Inc.,TE,Utilities,Conventional Electricity,YES,NO,United States,United States,TE
Teavana Holdings Inc.,TEA,Consumer Services,undefined,NO,NO,United States,United States,1609
Telefonica S.A.,TEF,Telecommunications,Fixed Line Telecommunications,NO,NO,Spain,Europe,TEF
Integrys Energy Group Inc.,TEG,Utilities,Multiutilities,YES,NO,United States,United States,TEG
Tyco Electronics Ltd.,TEL,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,TEL
Tenneco Inc.,TEN,Consumer Goods,Auto Parts,NO,NO,United States,United States,TEN
Telecom Argentina S.A.,TEO,Telecommunications,Fixed Line Telecommunications,NO,NO,Argentina,Latin America,TEO
Teradyne Inc.,TER,Technology,Semiconductors,YES,NO,United States,United States,TER
Box Ships Inc.,TEU,Industrials,undefined,NO,NO,United States,United States,1616
Terex Corp.,TEX,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,TEX
Teleflex Inc.,TFX,Industrials,Diversified Industrials,NO,NO,United States,United States,TFX
Tredegar Corp.,TG,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,TG
Textainer Group Holdings Ltd.,TGH,Industrials,Transportation Services,NO,NO,United States,United States,TGH
Triumph Group Inc.,TGI,Industrials,Aerospace,NO,NO,United States,United States,TGI
Transportadora de Gas del Sur S.A.,TGS,Oil and Gas,Pipelines,NO,NO,Argentina,Latin America,TGS
Target Corp.,TGT,Consumer Services,Broadline Retailers,YES,NO,United States,United States,TGT
Theragenics Corp.,TGX,Health Care,Medical Supplies,NO,NO,United States,United States,TGX
Tenet Healthcare Corp.,THC,Health Care,Health Care Providers,YES,NO,United States,United States,THC
Hanover Insurance Group Inc.,THG,Financials,Property and Casualty Insurance,NO,NO,United States,United States,THG
Tim Hortons Inc.,THI,Consumer Services,Restaurants and Bars,NO,NO,Canada,Canada,THI
Thor Industries Inc.,THO,Consumer Goods,Recreational Products,NO,NO,United States,United States,THO
Thermon Group Holdings Inc.,THR,Industrials,undefined,NO,NO,United States,United States,1629
TreeHouse Foods Inc.,THS,Consumer Goods,Food Products,NO,NO,United States,United States,THS
Telecom Italia S.p.A.,TI,Telecommunications,Fixed Line Telecommunications,NO,NO,Italy,Europe,TI
Titanium Metals Corp.,TIE,Basic Materials,Nonferrous Metals,YES,NO,United States,United States,TIE
Tiffany & Co.,TIF,Consumer Services,Specialty Retailers,YES,NO,United States,United States,TIF
Temple-Inland Inc.,TIN,Industrials,Containers and Packaging,NO,NO,United States,United States,TIN
TJX Cos.,TJX,Consumer Services,Apparel Retailers,YES,NO,United States,United States,TJX
Teekay Corp.,TK,Industrials,Marine Transportation,NO,NO,United States,United States,TK
Turkcell Iletisim Hizmetleri A.S.,TKC,Telecommunications,Mobile Telecommunications,NO,NO,Turkey,MidEast-Africa,TKC
Timken Co.,TKR,Industrials,Industrial Machinery,NO,NO,United States,United States,TKR
Talbots Inc.,TLB,Consumer Services,Apparel Retailers,NO,NO,United States,United States,TLB
Telekomunikasi Indonesia,TLK,Telecommunications,Fixed Line Telecommunications,NO,NO,Indonesia,Asia-Pacific,TLK
Talisman Energy Inc.,TLM,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,TLM
Toyota Motor Corp.,TM,Consumer Goods,Automobiles,NO,NO,Japan,Asia-Pacific,TM
Team Health Holding Inc.,TMH,Health Care,Health Care,NO,NO,United States,United States,TMH
Torchmark Corp.,TMK,Financials,Life Insurance,YES,NO,United States,United States,TMK
Grupo TMM S.A.B.,TMM,Industrials,Transportation Services,NO,NO,Mexico,Latin America,TMM
Thermo Fisher Scientific Inc.,TMO,Health Care,Medical Equipment,YES,NO,United States,United States,TMO
TMS International Corp. Cl A,TMS,Basic Materials,undefined,NO,NO,United States,United States,1647
Telefonos de Mexico S.A.B. de C.V.,TMX,Telecommunications,Fixed Line Telecommunications,NO,NO,Mexico,Latin America,TMX
Thomas & Betts Corp.,TNB,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,TNB
Tennant Co.,TNC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,TNC
Teekay Tankers Ltd.,TNK,Oil and Gas,Oil Equipment and Services,NO,NO,Greece,Europe,TNK
Tsakos Energy Navigation Ltd.,TNP,Industrials,Marine Transportation,NO,NO,Greece,Europe,TNP
TNS Inc.,TNS,Technology,Telecommunications Equipment,NO,NO,United States,United States,TNS
Toll Brothers Inc.,TOL,Consumer Goods,Home Construction,NO,NO,United States,United States,TOL
Total S.A.,TOT,Oil and Gas,Integrated Oil and Gas,NO,NO,France,Europe,TOT
Tower International Inc.,TOWR,Consumer Goods,undefined,NO,NO,United States,United States,1656
Tutor Perini Corp.,TPC,Industrials,Heavy Construction,NO,NO,United States,United States,TPC
Texas Pacific Land Trust Sub Share Ctf,TPL,Oil and Gas,Exploration and Production,NO,NO,United States,United States,TPL
Tempur-Pedic International Inc.,TPX,Consumer Goods,Furnishings,NO,NO,United States,United States,TPX
Tootsie Roll Industries Inc.,TR,Consumer Goods,Food Products,NO,NO,United States,United States,TR
Tejon Ranch Co.,TRC,Financials,Real Estate Holding and Development,NO,NO,United States,United States,TRC
Trex Co. Inc.,TREX,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,TREX
Targa Resources Corp.,TRGP,Oil and Gas,undefined,NO,NO,United States,United States,1663
TransAtlantic Holdings Inc.,TRH,Financials,Reinsurance,NO,NO,United States,United States,TRH
Thomson Reuters Corp.,TRI,Consumer Services,Publishing,NO,NO,Canada,Canada,TRI
Speedway Motorsports Inc.,TRK,Consumer Services,Recreational Services,NO,NO,United States,United States,TRK
Trinity Industries Inc.,TRN,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,TRN
Terreno Realty Corp.,TRNO,Financials,undefined,NO,NO,United States,United States,1668
TransCanada Corp.,TRP,Oil and Gas,Pipelines,NO,NO,Canada,Canada,TRP
TRC Cos. Inc.,TRR,Industrials,Heavy Construction,NO,NO,United States,United States,TRR
Travelers Cos. Inc.,TRV,Financials,Property and Casualty Insurance,YES,YES,United States,United States,TRV
TRW Automotive Holdings Corp.,TRW,Consumer Goods,Auto Parts,NO,NO,United States,United States,TRW
Tenaris S.A.,TS,Basic Materials,Iron and Steel,NO,NO,Italy,Europe,TS
Trina Solar Ltd.,TSL,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific,TSL
Taiwan Semiconductor Manufacturing Co.,TSM,Technology,Semiconductors,NO,NO,Taiwan,Asia-Pacific,TSM
Tyson Foods Inc. Cl A,TSN,Consumer Goods,Food Products,YES,NO,United States,United States,TSN
Tesoro Corp.,TSO,Oil and Gas,Exploration and Production,YES,NO,United States,United States,TSO
Total System Services Inc.,TSS,Industrials,Financial Administration,YES,NO,United States,United States,TSS
Toro Co.,TTC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,TTC
Tetra Technologies Inc.,TTI,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,TTI
Tata Motors Ltd.,TTM,Industrials,Commerical Vehicles and Trucks,NO,NO,India,Asia-Pacific,TTM
TELUS Corp. Non Voting shares,TU,Telecommunications,Fixed Line Telecommunications,NO,NO,Canada,Canada,TU
Mac-Gray Corp.,TUC,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,TUC
Tupperware Brands Corp.,TUP,Consumer Goods,Durable Household Products,NO,NO,United States,United States,TUP
Grupo Televisa S.A. de C.V.,TV,Consumer Services,Broadcasting and Entertainment,NO,NO,Mexico,Latin America,TV
Lin TV Corp.,TVL,Consumer Services,Broadcasting and Entertainment,NO,NO,United States,United States,TVL
Towers Watson & Co. Cl A,TW,Industrials,Industrial Goods and Services,NO,NO,United States,United States,TW
Time Warner Cable Inc.,TWC,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States,TWC
Titan International Inc.,TWI,Consumer Goods,Tires,NO,NO,United States,United States,TWI
Two Harbors Investment Corp.,TWO,Financials,undefined,NO,NO,United States,United States,1690
Time Warner Inc.,TWX,Consumer Services,Broadcasting and Entertainment,YES,NO,United States,United States,TWX
TERNIUM S.A.,TX,Basic Materials,Iron and Steel,NO,NO,Mexico,Latin America,TX
Texas Industries Inc.,TXI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,TXI
Texas Instruments Inc.,TXN,Technology,Semiconductors,YES,NO,United States,United States,TXN
Textron Inc.,TXT,Industrials,Aerospace,YES,NO,United States,United States,TXT
Tyco International Ltd.,TYC,Industrials,Diversified Industrials,NO,NO,United States,United States,TYC
Tyler Technologies Inc.,TYL,Technology,Computer Services,NO,NO,United States,United States,TYL
Under Armour Inc. Cl A,UA,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,UA
United Continental Holdings Inc.,UAL,Consumer Services,undefined,NO,NO,United States,United States,1699
Universal American Corp.,UAM,Health Care,Health Care Providers,NO,NO,United States,United States,UAM
Urstadt Biddle Properties Inc. Cl A,UBA,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,UBA
Urstadt Biddle Properties Inc.,UBP,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,UBP
UBS AG,UBS,Financials,Banks,NO,NO,Switzerland,Europe,UBS
UDR Inc.,UDR,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,UDR
Unifi Inc.,UFI,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,UFI
Domtar Corp.,UFS,Basic Materials,Paper,NO,NO,United States,United States,UFS
UGI Corp.,UGI,Utilities,Gas Distribution,NO,NO,United States,United States,UGI
Universal Health Services Inc. Cl B,UHS,Health Care,Health Care Providers,NO,NO,United States,United States,UHS
Universal Health Realty Income Trust,UHT,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,UHT
UIL Holdings Corp.,UIL,Utilities,Conventional Electricity,NO,NO,United States,United States,UIL
Unisys Corp.,UIS,Technology,Computer Services,NO,NO,United States,United States,UIS
Unilever PLC,UL,Consumer Goods,Food Products,NO,NO,United Kingdom,Europe,UL
United Microelectronics Corp.,UMC,Technology,Semiconductors,NO,NO,Taiwan,Asia-Pacific,UMC
Unilever N.V.,UN,Consumer Goods,Food Products,NO,NO,Netherlands,Europe,UN
UniFirst Corp.,UNF,Industrials,Business Support Services,NO,NO,United States,United States,UNF
UnitedHealth Group Inc.,UNH,Health Care,Health Care Providers,YES,NO,United States,United States,UNH
Unum Group,UNM,Financials,Life Insurance,YES,NO,United States,United States,UNM
Union Pacific Corp.,UNP,Industrials,Railroads,YES,NO,United States,United States,UNP
UniSource Energy Corp.,UNS,Utilities,Conventional Electricity,NO,NO,United States,United States,UNS
Unit Corp.,UNT,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,UNT
Ultra Petroleum Corp.,UPL,Oil and Gas,Exploration and Production,NO,NO,United States,United States,UPL
United Parcel Service Inc. Cl B,UPS,Industrials,Delivery Services,YES,NO,United States,United States,UPS
United Rentals Inc.,URI,Industrials,Business Support Services,NO,NO,United States,United States,URI
URS Corp.,URS,Industrials,Business Support Services,NO,NO,United States,United States,URS
U.S. Bancorp,USB,Financials,Banks,YES,NO,United States,United States,USB
USG Corp.,USG,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,USG
U.S. Cellular Corp.,USM,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States,USM
USANA Health Sciences Inc.,USNA,Consumer Goods,undefined,NO,NO,United States,United States,1728
USEC Inc.,USU,Basic Materials,Nonferrous Metals,NO,NO,United States,United States,USU
Universal Travel Group,UTA,Consumer Services,Travel and Tourism,NO,NO,United States,United States,UTA
Universal Technical Institute Inc.,UTI,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States,UTI
Unitil Corp.,UTL,Utilities,Conventional Electricity,NO,NO,United States,United States,UTL
United Technologies Corp.,UTX,Industrials,Aerospace,YES,YES,United States,United States,UTX
Universal Corp.,UVV,Consumer Goods,Tobacco,NO,NO,United States,United States,UVV
US Gold Corp.,UXG,Basic Materials,undefined,NO,NO,United States,United States,1735
VISA Inc. Cl A,V,Financials,Consumer Finance,NO,NO,United States,United States,V
Marriott Vacations Worldwide Corp.,VAC,Consumer Services,undefined,NO,NO,United States,United States,1737
Valspar Corp.,VAL,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,VAL
Vale S.A.,VALE,Basic Materials,Iron and Steel,NO,NO,Brazil,Latin America,VALE
Varian Medical Systems Inc.,VAR,Health Care,Medical Equipment,YES,NO,United States,United States,VAR
Visteon Corp.,VC,Consumer Goods,undefined,NO,NO,United States,United States,1741
Valassis Communications Inc.,VCI,Consumer Services,Media Agencies,NO,NO,United States,United States,VCI
Vina Concha y Toro S.A.,VCO,Consumer Goods,Distillers and Vintners,NO,NO,Chile,Latin America,VCO
Veolia Environnement,VE,Utilities,Water,NO,NO,France,Europe,VE
VF Corp.,VFC,Consumer Goods,Clothing and Accessories,YES,NO,United States,United States,VFC
Vonage Holdings Corp.,VG,Telecommunications,Fixed Line Telecommunications,NO,NO,United States,United States,VG
Vector Group Ltd.,VGR,Consumer Goods,Tobacco,NO,NO,United States,United States,VGR
Valhi Inc.,VHI,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,VHI
Vanguard Health Systems Inc.,VHS,Health Care,undefined,NO,NO,United States,United States,1749
Vimpel Communications,VIP,Telecommunications,Mobile Telecommunications,NO,NO,Russia,Asia-Pacific,VIP
Vanceinfo Technologies Inc.,VIT,Technology,Software,NO,NO,China,Asia-Pacific,VIT
Valero Energy Corp.,VLO,Oil and Gas,Exploration and Production,YES,NO,United States,United States,VLO
Valley National Bancorp,VLY,Financials,Banks,NO,NO,United States,United States,VLY
Vulcan Materials Co.,VMC,Industrials,Building Materials and Fixtures,YES,NO,United States,United States,VMC
Valmont Industries Inc.,VMI,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,VMI
VMware Inc.,VMW,Technology,Software,NO,NO,United States,United States,VMW
Vornado Realty Trust,VNO,Financials,Industrial and Office Real Estate Investment Trusts,YES,NO,United States,United States,VNO
Vishay Precision Group Inc.,VPG,Industrials,undefined,NO,NO,United States,United States,1758
Venoco Inc.,VQ,Oil and Gas,Exploration and Production,NO,NO,United States,United States,VQ
Validus Holdings Ltd.,VR,Financials,Reinsurance,NO,NO,United States,United States,VR
Verso Paper Corp.,VRS,Basic Materials,Paper,NO,NO,United States,United States,VRS
Valeant Pharmaceuticals International,VRX,Health Care,Pharmaceuticals,NO,NO,United States,United States,VRX
Vishay Intertechnology Inc.,VSH,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,VSH
Vitamin Shoppe Inc.,VSI,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States,VSI
Ventas Inc.,VTR,Financials,Specialty Real Estate Investment Trusts,YES,NO,United States,United States,VTR
Vectren Corp.,VVC,Utilities,Multiutilities,NO,NO,United States,United States,VVC
Viad Corp.,VVI,Industrials,Business Support Services,NO,NO,United States,United States,VVI
Verizon Communications Inc.,VZ,Telecommunications,Fixed Line Telecommunications,YES,YES,United States,United States,VZ
Wabtec,WAB,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,WAB
Walgreen Co.,WAG,Consumer Services,Drug Retailers,YES,NO,United States,United States,WAG
Wesco Aircraft Holdings Inc.,WAIR,Industrials,undefined,NO,NO,United States,United States,1771
Western Alliance Bancorp.,WAL,Financials,Banks,NO,NO,United States,United States,WAL
Waters Corp.,WAT,Health Care,Medical Equipment,YES,NO,United States,United States,WAT
WABCO Holdings Inc.,WBC,Consumer Goods,Auto Parts,NO,NO,United States,United States,WBC
Westpac Banking Corp.,WBK,Financials,Banks,NO,NO,Australia,Asia-Pacific,WBK
Webster Financial Corp.,WBS,Financials,Banks,NO,NO,United States,United States,WBS
Wesco International Inc.,WCC,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,WCC
WellCare Health Plans Inc.,WCG,Health Care,Health Care Providers,NO,NO,United States,United States,WCG
Waste Connections Inc.,WCN,Industrials,Waste and Disposal Services,NO,NO,United States,United States,WCN
Walker & Dunlop Inc.,WD,Financials,undefined,NO,NO,United States,United States,1780
Western Digital Corp.,WDC,Technology,Computer Hardware,YES,NO,United States,United States,WDC
Waddell & Reed Financial Inc.,WDR,Financials,Asset Managers,NO,NO,United States,United States,WDR
Wisconsin Energy Corp.,WEC,Utilities,Multiutilities,YES,NO,United States,United States,WEC
Woori Finance Holdings Co. Ltd.,WF,Financials,Banks,NO,NO,South Korea,Asia-Pacific,WF
Wells Fargo & Co.,WFC,Financials,Banks,YES,NO,United States,United States,WFC
MEMC Electronic Materials Inc.,WFR,Technology,Semiconductors,YES,NO,United States,United States,WFR
Weatherford International Ltd.,WFT,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,WFT
Willbros Group Inc.,WG,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,WG
WGL Holdings Inc.,WGL,Utilities,Gas Distribution,NO,NO,United States,United States,WGL
Winnebago Industries Inc.,WGO,Consumer Goods,Recreational Products,NO,NO,United States,United States,WGO
WSP Holdings Ltd.,WH,Oil and Gas,Oil Equipment and Services,NO,NO,China,Asia-Pacific,WH
Westwood Holdings Group Inc.,WHG,Financials,Asset Managers,NO,NO,United States,United States,WHG
Whirlpool Corp.,WHR,Consumer Goods,Durable Household Products,YES,NO,United States,United States,WHR
Wipro Ltd.,WIT,Technology,Computer Services,NO,NO,India,Asia-Pacific,WIT
Westlake Chemical Corp.,WLK,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,WLK
Whiting Petroleum Corp.,WLL,Oil and Gas,Exploration and Production,NO,NO,United States,United States,WLL
WellPoint Inc.,WLP,Health Care,Health Care Providers,YES,NO,United States,United States,WLP
Walter Energy Inc.,WLT,Basic Materials,Coal,NO,NO,United States,United States,WLT
Waste Management Inc.,WM,Industrials,Waste and Disposal Services,YES,NO,United States,United States,WM
Williams Cos.,WMB,Oil and Gas,Pipelines,YES,NO,United States,United States,WMB
Weis Markets Inc.,WMK,Consumer Services,Food Retailers and Wholesalers,NO,NO,United States,United States,WMK
WMS Industries Inc.,WMS,Consumer Services,Gambling,NO,NO,United States,United States,WMS
Wal-Mart Stores Inc.,WMT,Consumer Services,Broadline Retailers,YES,YES,United States,United States,WMT
Wabash National Corp.,WNC,Industrials,Commerical Vehicles and Trucks,NO,NO,United States,United States,WNC
Schiff Nutrition International Inc. Cl A,WNI,Consumer Goods,Food Products,NO,NO,United States,United States,WNI
Western Refining Inc.,WNR,Oil and Gas,Exploration and Production,NO,NO,United States,United States,WNR
WNS (Holdings) Ltd.,WNS,Industrials,Business Support Services,NO,NO,India,Asia-Pacific,WNS
Worthington Industries Inc.,WOR,Basic Materials,Iron and Steel,NO,NO,United States,United States,WOR
Watson Pharmaceuticals Inc.,WPI,Health Care,Pharmaceuticals,YES,NO,United States,United States,WPI
Washington Post Co. Cl B,WPO,Consumer Services,Publishing,YES,NO,United States,United States,WPO
Wausau Paper Corp.,WPP,Basic Materials,Paper,NO,NO,United States,United States,WPP
Westar Energy Inc.,WR,Utilities,Conventional Electricity,NO,NO,United States,United States,WR
W.R. Berkley Corp.,WRB,Financials,Property and Casualty Insurance,NO,NO,United States,United States,WRB
Warnaco Group Inc.,WRC,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,WRC
Washington Real Estate Investment Trust,WRE,Financials,Diversified Real Estate Investment Trusts,NO,NO,United States,United States,WRE
Weingarten Realty Investors,WRI,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,WRI
Willis Group Holdings Ltd.,WSH,Financials,Insurance Brokers,NO,NO,United States,United States,WSH
Williams-Sonoma Inc.,WSM,Consumer Services,Specialty Retailers,NO,NO,United States,United States,WSM
Watsco Inc.,WSO,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,WSO
West Pharmaceutical Services Inc.,WST,Health Care,Medical Supplies,NO,NO,United States,United States,WST
W&T Offshore Inc.,WTI,Oil and Gas,Exploration and Production,NO,NO,United States,United States,WTI
White Mountains Insurance Group Ltd.,WTM,Financials,Property and Casualty Insurance,NO,NO,United States,United States,WTM
Aqua America Inc.,WTR,Utilities,Water,NO,NO,United States,United States,WTR
Watts Water Technologies Inc. Cl A,WTS,Industrials,Building Materials and Fixtures,NO,NO,United States,United States,WTS
Weight Watchers International Inc.,WTW,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,WTW
Western Union Co.,WU,Financials,Consumer Finance,YES,NO,United States,United States,WU
World Wrestling Entertainment Inc. Cl A,WWE,Consumer Services,Recreational Services,NO,NO,United States,United States,WWE
Wolverine World Wide Inc.,WWW,Consumer Goods,Footwear,NO,NO,United States,United States,WWW
WuXi Pharmatech (Cayman) Inc.,WX,Health Care,Pharmaceuticals,NO,NO,China,Asia-Pacific,WX
Wright Express Corp.,WXS,Industrials,Financial Administration,NO,NO,United States,United States,WXS
Weyerhaeuser Co.,WY,Industrials,Building Materials and Fixtures,YES,NO,United States,United States,WY
Wyndham Worldwide Corp.,WYN,Consumer Services,Hotels,YES,NO,United States,United States,WYN
United States Steel Corp.,X,Basic Materials,Iron and Steel,YES,NO,United States,United States,X
EXCO Resources Inc.,XCO,Oil and Gas,Exploration and Production,NO,NO,United States,United States,XCO
Cimarex Energy Co.,XEC,Oil and Gas,Exploration and Production,NO,NO,United States,United States,XEC
Xcel Energy Inc.,XEL,Utilities,Conventional Electricity,YES,NO,United States,United States,XEL
Xinyuan Real Estate Co. Ltd.,XIN,Financials,Real Estate Holding and Development,NO,NO,China,Asia-Pacific,XIN
XL Capital Ltd. Cl A,XL,Financials,Property and Casualty Insurance,YES,NO,United States,United States,XL
Exelis Inc.,XLS,Industrials,undefined,NO,NO,United States,United States,1839
China Xiniya Fashion Ltd.,XNY,Consumer Goods,undefined,NO,NO,China,Asia-Pacific,1840
Exxon Mobil Corp.,XOM,Oil and Gas,Integrated Oil and Gas,YES,YES,United States,United States,XOM
XO Group Inc.,XOXO,Consumer Services,undefined,NO,NO,United States,United States,1842
Xerium Technologies Inc.,XRM,Industrials,Industrial Machinery,NO,NO,United States,United States,XRM
TAL Education Group,XRS,Consumer Services,undefined,NO,NO,China,Asia-Pacific,1844
Xerox Corp.,XRX,Technology,Electronic Office Equipment,YES,NO,United States,United States,XRX
Xueda Education Group,XUE,Consumer Services,undefined,NO,NO,China,Asia-Pacific,1846
Xylem Inc.,XYL,Utilities,undefined,NO,NO,United States,United States,1847
Alleghany Corp.,Y,Financials,Property and Casualty Insurance,NO,NO,United States,United States,Y
Yingli Green Energy Holding Co. Ltd.,YGE,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific,YGE
Youku Inc.,YOKU,Consumer Services,undefined,NO,NO,China,Asia-Pacific,1850
YPF S.A.,YPF,Oil and Gas,Integrated Oil and Gas,NO,NO,Argentina,Latin America,YPF
Yum! Brands Inc.,YUM,Consumer Services,Restaurants and Bars,YES,NO,United States,United States,YUM
Yanzhou Coal Mining Co. Ltd.,YZC,Basic Materials,Coal,NO,NO,China,Asia-Pacific,YZC
Zuoan Fashion Ltd.,ZA,Consumer Goods,undefined,NO,NO,China,Asia-Pacific,1854
Zep Inc.,ZEP,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,ZEP
Zale Corp.,ZLC,Consumer Services,Apparel Retailers,NO,NO,United States,United States,ZLC
Zimmer Holdings Inc.,ZMH,Health Care,Medical Equipment,YES,NO,United States,United States,ZMH
China Southern Airlines Co. Ltd.,ZNH,Consumer Services,Airlines,NO,NO,China,Asia-Pacific,ZNH
Quiksilver Inc.,ZQK,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,ZQK
China Zenix Auto International Ltd.,ZX,Consumer Goods,undefined,NO,NO,China,Asia-Pacific,1860
Sealy Corp.,ZZ,Consumer Goods,Furnishings,NO,NO,United States,United States,ZZ
